00:00:02.2205584 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 99, Accuracy = 0, Data = <-0.00390625, 0, 0.0078125> }, Accelerometer = SensorInfo { Timestamp = 7368, Accuracy = 3, Data = <0.0078125, -0.046875, 0> }, MagneticField = SensorInfo { Timestamp = 95, Accuracy = 0, Data = <122.8125, 7.625, -290.5> }, Gravity = SensorInfo { Timestamp = 89, Accuracy = 3, Data = <-0.6015625, 0.515625, 9.84375> }, Rotation = SensorInfo { Timestamp = 101, Accuracy = 0, Data = {X:-0.006713867 Y:0.040039062 Z:0.77648926 W:0.6288452} } } }
00:00:03.5515295 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 1431, Accuracy = 0, Data = <0, -0.001953125, 0.0078125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 1427, Accuracy = 0, Data = <121.625, 6.875, -286.25> }, Gravity = SensorInfo { Timestamp = 1422, Accuracy = 3, Data = <-0.609375, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 1434, Accuracy = 0, Data = {X:-0.006958008 Y:0.040039062 Z:0.7766113 W:0.6286621} } } }
00:00:03.6714580 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 1552, Accuracy = 0, Data = <-0.005859375, -0.001953125, -0.0078125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 1547, Accuracy = 0, Data = <123.125, 7, -288.5> }, Gravity = SensorInfo { Timestamp = 1542, Accuracy = 3, Data = <-0.6015625, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 1554, Accuracy = 0, Data = {X:-0.006958008 Y:0.040100098 Z:0.77667236 W:0.6286011} } } }
00:00:03.7914696 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 1672, Accuracy = 0, Data = <0, -0.001953125, 0.00390625> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 1667, Accuracy = 0, Data = <121.125, 7.375, -284.1875> }, Gravity = SensorInfo { Timestamp = 1662, Accuracy = 3, Data = <-0.609375, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 1674, Accuracy = 0, Data = {X:-0.007019043 Y:0.040100098 Z:0.7766113 W:0.6286621} } } }
00:00:03.9115162 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 1792, Accuracy = 0, Data = <0.001953125, -0.001953125, 0> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 1787, Accuracy = 0, Data = <122.75, 8.75, -286.4375> }, Gravity = SensorInfo { Timestamp = 1781, Accuracy = 3, Data = <-0.609375, 0.515625, 9.84375> }, Rotation = SensorInfo { Timestamp = 1794, Accuracy = 0, Data = {X:-0.007019043 Y:0.040100098 Z:0.7765503 W:0.6287842} } } }
00:00:04.0309145 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 1911, Accuracy = 0, Data = <0.001953125, 0, 0.009765625> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 1907, Accuracy = 0, Data = <122.9375, 6.25, -284.375> }, Gravity = SensorInfo { Timestamp = 1902, Accuracy = 3, Data = <-0.609375, 0.515625, 9.84375> }, Rotation = SensorInfo { Timestamp = 1914, Accuracy = 0, Data = {X:-0.007019043 Y:0.040039062 Z:0.7765503 W:0.62872314} } } }
00:00:04.1512799 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 2032, Accuracy = 0, Data = <0.005859375, 0, 0.009765625> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 2028, Accuracy = 0, Data = <121.0625, 7.3125, -282.125> }, Gravity = SensorInfo { Timestamp = 2022, Accuracy = 3, Data = <-0.609375, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 2034, Accuracy = 0, Data = {X:-0.0068969727 Y:0.040039062 Z:0.77667236 W:0.6286011} } } }
00:00:04.2718225 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 2153, Accuracy = 0, Data = <0.001953125, -0.00390625, 0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 2147, Accuracy = 0, Data = <118.5, 7.6875, -279.75> }, Gravity = SensorInfo { Timestamp = 2142, Accuracy = 3, Data = <-0.6015625, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 2155, Accuracy = 0, Data = {X:-0.0068969727 Y:0.040039062 Z:0.77667236 W:0.6286011} } } }
00:00:04.3912470 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 2272, Accuracy = 0, Data = <0.001953125, -0.001953125, 0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 2268, Accuracy = 0, Data = <122.3125, 8.5, -288.4375> }, Gravity = SensorInfo { Timestamp = 2262, Accuracy = 3, Data = <-0.59375, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 2274, Accuracy = 0, Data = {X:-0.0068969727 Y:0.039916992 Z:0.77667236 W:0.6286621} } } }
00:00:04.5117884 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 2393, Accuracy = 0, Data = <-0.00390625, -0.005859375, -0.005859375> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 2388, Accuracy = 0, Data = <120.625, 7.9375, -282.0625> }, Gravity = SensorInfo { Timestamp = 2383, Accuracy = 3, Data = <-0.59375, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 2395, Accuracy = 0, Data = {X:-0.0068359375 Y:0.039916992 Z:0.77667236 W:0.6286011} } } }
00:00:04.6310799 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 2512, Accuracy = 0, Data = <-0.005859375, 0, 0> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 2508, Accuracy = 0, Data = <118.9375, 7.625, -275.75> }, Gravity = SensorInfo { Timestamp = 2502, Accuracy = 3, Data = <-0.59375, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 2515, Accuracy = 0, Data = {X:-0.0068359375 Y:0.039794922 Z:0.77667236 W:0.6286011} } } }
00:00:04.7513585 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 2633, Accuracy = 0, Data = <0.0078125, 0, -0.00390625> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 2629, Accuracy = 0, Data = <122, 7.125, -284.3125> }, Gravity = SensorInfo { Timestamp = 2623, Accuracy = 3, Data = <-0.59375, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 2635, Accuracy = 0, Data = {X:-0.0068359375 Y:0.039794922 Z:0.7767334 W:0.62854004} } } }
00:00:04.8712432 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 2753, Accuracy = 0, Data = <0.00390625, 0, 0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 2749, Accuracy = 0, Data = <121.6875, 8.0625, -284.25> }, Gravity = SensorInfo { Timestamp = 2743, Accuracy = 3, Data = <-0.59375, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 2755, Accuracy = 0, Data = {X:-0.0067749023 Y:0.039855957 Z:0.77679443 W:0.628479} } } }
00:00:04.9914384 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 2873, Accuracy = 0, Data = <-0.001953125, -0.001953125, 0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 2869, Accuracy = 0, Data = <121.5, 7.3125, -282.1875> }, Gravity = SensorInfo { Timestamp = 2863, Accuracy = 3, Data = <-0.6015625, 0.5078125, 9.8515625> }, Rotation = SensorInfo { Timestamp = 2875, Accuracy = 0, Data = {X:-0.006713867 Y:0.039855957 Z:0.77679443 W:0.628479} } } }
00:00:05.1116538 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 2994, Accuracy = 0, Data = <-0.001953125, -0.001953125, 0> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 2989, Accuracy = 0, Data = <122.1875, 7.5, -286.375> }, Gravity = SensorInfo { Timestamp = 2984, Accuracy = 3, Data = <-0.6015625, 0.5078125, 9.8515625> }, Rotation = SensorInfo { Timestamp = 2996, Accuracy = 0, Data = {X:-0.0067749023 Y:0.039855957 Z:0.7767334 W:0.62854004} } } }
00:00:05.2317062 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 3114, Accuracy = 0, Data = <0.001953125, 0.00390625, -0.0078125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 3110, Accuracy = 0, Data = <120.875, 7.1875, -278.0625> }, Gravity = SensorInfo { Timestamp = 3104, Accuracy = 3, Data = <-0.6015625, 0.5078125, 9.8515625> }, Rotation = SensorInfo { Timestamp = 3116, Accuracy = 0, Data = {X:-0.0067749023 Y:0.039855957 Z:0.77667236 W:0.6286011} } } }
00:00:05.3517087 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 3234, Accuracy = 0, Data = <0.001953125, 0, 0.00390625> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 3230, Accuracy = 0, Data = <122.25, 8.125, -286.375> }, Gravity = SensorInfo { Timestamp = 3224, Accuracy = 3, Data = <-0.6015625, 0.5078125, 9.8515625> }, Rotation = SensorInfo { Timestamp = 3236, Accuracy = 0, Data = {X:-0.006713867 Y:0.039916992 Z:0.77667236 W:0.6286011} } } }
00:00:05.4723250 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 3354, Accuracy = 0, Data = <0, 0, 0> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 3350, Accuracy = 0, Data = <123.125, 7.5625, -286.5> }, Gravity = SensorInfo { Timestamp = 3345, Accuracy = 3, Data = <-0.6015625, 0.515625, 9.8515625> }, Rotation = SensorInfo { Timestamp = 3357, Accuracy = 0, Data = {X:-0.006713867 Y:0.039916992 Z:0.7766113 W:0.6286621} } } }
00:00:05.5927191 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 3475, Accuracy = 0, Data = <-0.0078125, -0.001953125, 0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 3470, Accuracy = 0, Data = <120.5, 7.1875, -280> }, Gravity = SensorInfo { Timestamp = 3464, Accuracy = 3, Data = <-0.6015625, 0.515625, 9.8515625> }, Rotation = SensorInfo { Timestamp = 3477, Accuracy = 0, Data = {X:-0.006713867 Y:0.039916992 Z:0.7766113 W:0.6286621} } } }
00:00:05.7123090 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 3595, Accuracy = 0, Data = <0.005859375, -0.001953125, 0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 3590, Accuracy = 0, Data = <123.75, 7.6875, -290.625> }, Gravity = SensorInfo { Timestamp = 3584, Accuracy = 3, Data = <-0.6015625, 0.5078125, 9.8515625> }, Rotation = SensorInfo { Timestamp = 3597, Accuracy = 0, Data = {X:-0.0067749023 Y:0.039855957 Z:0.77667236 W:0.6286011} } } }
00:00:05.8325052 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 3715, Accuracy = 0, Data = <0, 0.00390625, 0.00390625> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 3710, Accuracy = 0, Data = <121.625, 7.375, -284.25> }, Gravity = SensorInfo { Timestamp = 3704, Accuracy = 3, Data = <-0.6015625, 0.5078125, 9.8515625> }, Rotation = SensorInfo { Timestamp = 3718, Accuracy = 0, Data = {X:-0.0067749023 Y:0.039855957 Z:0.77667236 W:0.6286011} } } }
00:00:05.9526650 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 3835, Accuracy = 0, Data = <0.005859375, 0.001953125, 0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 3831, Accuracy = 0, Data = <120.0625, 7.5625, -282> }, Gravity = SensorInfo { Timestamp = 3825, Accuracy = 3, Data = <-0.609375, 0.5078125, 9.8515625> }, Rotation = SensorInfo { Timestamp = 3837, Accuracy = 0, Data = {X:-0.0068359375 Y:0.039916992 Z:0.7767334 W:0.62854004} } } }
00:00:06.0725504 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 3955, Accuracy = 0, Data = <0.00390625, -0.001953125, 0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 3951, Accuracy = 0, Data = <121.0625, 6.75, -284.125> }, Gravity = SensorInfo { Timestamp = 3946, Accuracy = 3, Data = <-0.609375, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 3958, Accuracy = 0, Data = {X:-0.0068359375 Y:0.039855957 Z:0.77679443 W:0.628479} } } }
00:00:06.1926260 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 4075, Accuracy = 0, Data = <0, 0, -0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 4071, Accuracy = 0, Data = <123.25, 8.5, -286.5> }, Gravity = SensorInfo { Timestamp = 4065, Accuracy = 3, Data = <-0.609375, 0.515625, 9.84375> }, Rotation = SensorInfo { Timestamp = 4078, Accuracy = 0, Data = {X:-0.0067749023 Y:0.039916992 Z:0.77679443 W:0.62841797} } } }
00:00:06.3126684 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 4196, Accuracy = 0, Data = <0.001953125, 0.00390625, -0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 4191, Accuracy = 0, Data = <121.5, 7.3125, -282.1875> }, Gravity = SensorInfo { Timestamp = 4185, Accuracy = 3, Data = <-0.6015625, 0.515625, 9.84375> }, Rotation = SensorInfo { Timestamp = 4199, Accuracy = 0, Data = {X:-0.006713867 Y:0.039855957 Z:0.77679443 W:0.628479} } } }
00:00:06.4321522 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 4316, Accuracy = 0, Data = <-0.001953125, 0, 0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 4312, Accuracy = 0, Data = <123.8125, 8.0625, -290.625> }, Gravity = SensorInfo { Timestamp = 4306, Accuracy = 3, Data = <-0.6015625, 0.5078125, 9.8515625> }, Rotation = SensorInfo { Timestamp = 4318, Accuracy = 0, Data = {X:-0.006652832 Y:0.039916992 Z:0.77679443 W:0.628479} } } }
00:00:06.5529331 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 4437, Accuracy = 0, Data = <0.00390625, 0, -0.00390625> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 4432, Accuracy = 0, Data = <121.6875, 7.75, -286.3125> }, Gravity = SensorInfo { Timestamp = 4427, Accuracy = 3, Data = <-0.6015625, 0.5078125, 9.8515625> }, Rotation = SensorInfo { Timestamp = 4439, Accuracy = 0, Data = {X:-0.006713867 Y:0.039855957 Z:0.7767334 W:0.62854004} } } }
00:00:06.6741940 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 4558, Accuracy = 0, Data = <-0.001953125, -0.001953125, 0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 4553, Accuracy = 0, Data = <124.875, 8.4375, -290.8125> }, Gravity = SensorInfo { Timestamp = 4548, Accuracy = 3, Data = <-0.59375, 0.5078125, 9.8515625> }, Rotation = SensorInfo { Timestamp = 4560, Accuracy = 0, Data = {X:-0.006591797 Y:0.039855957 Z:0.7767334 W:0.62854004} } } }
00:00:06.7930502 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 4677, Accuracy = 0, Data = <0.00390625, 0, 0> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 4673, Accuracy = 0, Data = <119.4375, 6.3125, -283.875> }, Gravity = SensorInfo { Timestamp = 4667, Accuracy = 3, Data = <-0.59375, 0.515625, 9.8515625> }, Rotation = SensorInfo { Timestamp = 4680, Accuracy = 0, Data = {X:-0.0065307617 Y:0.039916992 Z:0.77667236 W:0.6286011} } } }
00:00:06.9128296 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 4797, Accuracy = 0, Data = <-0.001953125, 0.00390625, 0> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 4791, Accuracy = 0, Data = <125.8125, 7.375, -294.9375> }, Gravity = SensorInfo { Timestamp = 4786, Accuracy = 3, Data = <-0.59375, 0.515625, 9.8515625> }, Rotation = SensorInfo { Timestamp = 4799, Accuracy = 0, Data = {X:-0.0064697266 Y:0.039794922 Z:0.7767334 W:0.62854004} } } }
00:00:07.0338393 [Info] IMUDataPacket { Data = IMUData { Gyroscope = SensorInfo { Timestamp = 4917, Accuracy = 0, Data = <0.00390625, 0.00390625, 0.001953125> }, Accelerometer = SensorInfo { Timestamp = 1062, Accuracy = 3, Data = <0.0078125, -0.0390625, 0.0078125> }, MagneticField = SensorInfo { Timestamp = 4913, Accuracy = 0, Data = <122.0625, 7.4375, -284.3125> }, Gravity = SensorInfo { Timestamp = 4907, Accuracy = 3, Data = <-0.6015625, 0.5078125, 9.84375> }, Rotation = SensorInfo { Timestamp = 4920, Accuracy = 0, Data = {X:-0.0065307617 Y:0.039855957 Z:0.77679443 W:0.628479} } } }
